"collegeid";"collegename"
"7683";"China_9074"
"7684";"Canada_6632"
"7685";"Australia_8349"
"7686";"India_8941"
"7687";"Canada_4754"
"7688";"Germany_9856"
"7689";"France_9482"
"7690";"UK_1462"
"7691";"Australia_5443"
"7692";"Germany_9270"
"7693";"USA_1140"
"7694";"Japan_1229"
"7695";"Canada_4092"
"7696";"Brazil_3697"
"7697";"UK_6421"
"7698";"Australia_7729"
"7699";"Brazil_8073"
"7700";"France_2826"
"7701";"Germany_8036"
"7702";"Germany_1264"
"7703";"China_5698"
"7704";"Germany_6881"
"7705";"UK_7460"
"7706";"China_7814"
"7707";"Germany_9333"
"7708";"Australia_8008"
"7709";"UK_5157"
"7710";"Germany_7917"
"7711";"France_5022"
"7712";"France_6158"
"7713";"USA_8817"
"7714";"UK_4102"
"7715";"China_7593"
"7716";"Germany_8349"
"7717";"Brazil_9309"
"7718";"UK_2730"
"7719";"UK_4095"
"7720";"China_8247"
"7721";"China_2845"
"7722";"Brazil_6831"
"7723";"Japan_5192"
"7724";"Canada_1179"
"7725";"Canada_2681"
"7726";"USA_4336"
"7727";"Canada_4249"
"7728";"UK_5714"
"7729";"Brazil_7332"
"7730";"UK_6893"
"7731";"Germany_1989"
"7732";"Australia_2749"
"7733";"India_7336"
"7734";"Australia_6651"
"7735";"India_6341"
"7736";"Japan_6634"
"7737";"India_5984"
"7738";"France_8986"
"7739";"UK_8890"
"7740";"Japan_7044"
"7741";"Australia_8819"
"7742";"Canada_5177"
"7743";"Japan_9989"
"7744";"UK_8199"
"7745";"USA_2882"
"7746";"Japan_7968"
"7747";"Brazil_8465"
"7748";"Japan_8127"
"7749";"UK_6236"
"7750";"UK_9344"
"7751";"Brazil_4425"
"7752";"Germany_8987"
"7753";"Canada_4922"
"7754";"France_3650"
"7755";"UK_7054"
"7756";"Japan_2174"
"7757";"China_4833"
"7758";"Brazil_9255"
"7759";"India_6365"
"7760";"China_1638"
"7761";"India_9846"
"7762";"China_1332"
"7763";"China_8708"
"7764";"UK_9459"
"7765";"UK_2363"
"7766";"China_4767"
"7767";"China_6308"
"7768";"Japan_4958"
"7769";"Canada_1433"
"7770";"Germany_9616"
"7771";"France_7800"
"7772";"Canada_7673"
"7773";"USA_3590"
"7774";"USA_8160"
"7775";"France_5735"
"7776";"Brazil_8530"
"7777";"France_2468"
"7778";"Canada_6114"
"7779";"Canada_3965"
"7780";"India_2316"
"7781";"Japan_8318"
"7782";"USA_2199"
"7783";"Australia_2934"
"7784";"USA_8963"
"7785";"USA_8900"
"7786";"India_7425"
"7787";"Australia_6981"
"7788";"Canada_2824"
"7789";"Canada_8828"
"7790";"Germany_7314"
"7791";"USA_5515"
"7792";"USA_2972"
"7793";"Japan_6833"
"7794";"Canada_4088"
"7795";"UK_7181"
"7796";"Japan_9644"
"7797";"UK_1608"
"7798";"Australia_6766"
"7799";"India_6084"
"7800";"France_9702"
"7801";"Canada_3590"
"7802";"China_7898"
"7803";"Japan_9747"
"7804";"Brazil_6111"
"7805";"USA_1388"
"7806";"China_7373"
"7807";"Canada_1601"
"7808";"Japan_9068"
"7809";"Japan_4896"
"7810";"Canada_2415"
"7811";"UK_1823"
"7812";"China_3911"
"7813";"Germany_3912"
"7814";"Canada_3133"
"7815";"Germany_6330"
"7816";"France_2080"
"7817";"Brazil_9548"
"7818";"USA_9706"
"7819";"Australia_8487"
"7820";"USA_1900"
"7821";"USA_4716"
"7822";"Japan_9518"
"7823";"Brazil_3409"
"7824";"Brazil_6100"
"7825";"Canada_4231"
"7826";"USA_7500"
"7827";"USA_5416"
"7828";"India_8403"
"7829";"UK_2923"
"7830";"Canada_6916"
"7831";"France_6099"
"7832";"Australia_8633"
"7833";"Australia_1145"
"7834";"USA_7062"
"7835";"UK_6875"
"7836";"Germany_4079"
"7837";"Australia_6636"
"7838";"USA_8368"
"7839";"Japan_9269"
"7840";"France_1802"
"7841";"China_4817"
"7842";"UK_3320"
"7843";"France_1730"
"7844";"Japan_2990"
"7845";"India_5240"
"7846";"Canada_9655"
"7847";"UK_1286"
"7848";"Canada_9543"
"7849";"USA_7748"
"7850";"Australia_7325"
"7851";"Australia_6445"
"7852";"UK_2535"
"7853";"Brazil_8168"
"7854";"Australia_6384"
"7855";"China_2788"
"7856";"France_4513"
"7857";"USA_6657"
"7858";"Japan_4869"
"7859";"USA_5600"
"7860";"India_8594"
"7861";"UK_4891"
"7862";"USA_6586"
"7863";"France_9128"
"7864";"Brazil_6165"
"7865";"Canada_7991"
"7866";"UK_6350"
"7867";"India_3738"
"7868";"Germany_4868"
"7869";"China_4850"
"7870";"UK_3352"
"7871";"France_2041"
"7872";"Brazil_8622"
"7873";"China_1458"
"7874";"India_4107"
"7875";"Germany_1909"
"7876";"Canada_8322"
"7877";"Australia_5942"
"7878";"France_2012"
"7879";"UK_2742"
"7880";"Canada_6993"
"7881";"France_9199"
"7882";"Brazil_3847"
"7883";"USA_8306"
"7884";"Japan_6197"
"7885";"India_6993"
"7886";"India_5107"
"7887";"India_7106"
"7888";"Australia_8042"
"7889";"Brazil_7847"
"7890";"Australia_4722"
"7891";"India_1106"
"7892";"UK_5516"
"7893";"China_4850"
"7894";"China_6522"
"7895";"China_8273"
"7896";"Brazil_8484"
"7897";"Japan_5743"
"7898";"Brazil_5771"
"7899";"USA_3958"
"7900";"India_5268"
"7901";"India_1484"
"7902";"UK_7786"
"7903";"Brazil_8590"
"7904";"China_3129"
"7905";"UK_9156"
"7906";"China_1800"
"7907";"USA_5794"
"7908";"USA_3893"
"7909";"India_3835"
"7910";"Germany_1835"
"7911";"Canada_9343"
"7912";"UK_8008"
"7913";"USA_5076"
"7914";"China_6371"
"7915";"Japan_3365"
"7916";"Germany_6597"
"7917";"Japan_5068"
"7918";"Canada_9923"
"7919";"USA_7923"
"7920";"Germany_7235"
"7921";"Canada_3155"
"7922";"Germany_3838"
"7923";"Australia_8540"
"7924";"USA_1714"
"7925";"India_9720"
"7926";"China_7247"
"7927";"Australia_5230"
"7928";"Germany_7151"
"7929";"USA_7799"
"7930";"Canada_2833"
"7931";"USA_1647"
"7932";"UK_5796"
"7933";"Brazil_5302"
"7934";"UK_3573"
"7935";"France_2172"
"7936";"Brazil_9112"
"7937";"UK_9595"
"7938";"UK_1306"
"7939";"Canada_1464"
"7940";"France_7073"
"7941";"Japan_4216"
"7942";"China_7449"
"7943";"Australia_4600"
"7944";"India_2363"
"7945";"France_3498"
"7946";"China_9192"
"7947";"Australia_8184"
"7948";"India_9762"
"7949";"Japan_3828"
"7950";"Japan_2885"
"7951";"USA_2360"
"7952";"Canada_9883"
"7953";"India_4540"
"7954";"China_6309"
"7955";"Japan_7016"
"7956";"Canada_4533"
"7957";"USA_4981"
"7958";"Brazil_8849"
"7959";"Brazil_6303"
"7960";"Germany_4130"
"7961";"Germany_3746"
"7962";"USA_7014"
"7963";"UK_9547"
"7964";"China_1269"
"7965";"Brazil_1194"
"7966";"Japan_2264"
"7967";"China_5274"
"7968";"India_7827"
"7969";"Japan_2261"
"7970";"Japan_8519"
"7971";"Canada_6520"
"7972";"Australia_2219"
"7973";"Germany_1478"
"7974";"China_8121"
"7975";"France_5995"
"7976";"India_4826"
"7977";"India_1739"
"7978";"USA_7621"
"7979";"India_3140"
"7980";"UK_9077"
"7981";"China_9212"
"7982";"Australia_3338"
"7983";"USA_7521"
"7984";"Australia_4855"
"7985";"USA_6568"
"7986";"France_9108"
"7987";"Brazil_5933"
"7988";"USA_3759"
"7989";"UK_9031"
"7990";"France_2758"
"7991";"Canada_7134"
"7992";"Japan_2725"
"7993";"India_5567"
"7994";"Germany_9262"
"7995";"USA_8885"
"7996";"India_4464"
"7997";"UK_4853"
"7998";"Australia_7034"
"7999";"USA_8981"
"8000";"Brazil_8335"
"8001";"Australia_5549"
"8002";"Australia_3411"
"8003";"Canada_5877"
"8004";"UK_8972"
"8005";"China_9583"
"8006";"Japan_2338"
"8007";"UK_3177"
"8008";"Australia_3327"
"8009";"USA_7615"
"8010";"Australia_6746"
"8011";"India_5649"
"8012";"Australia_1627"
"8013";"Australia_7080"
"8014";"Canada_2877"
"8015";"Australia_8953"
"8016";"France_9220"
"8017";"India_4605"
"8018";"UK_4524"
"8019";"Canada_8506"
"8020";"France_3898"
"8021";"UK_6510"
"8022";"Australia_7615"
"8023";"China_5091"
"8024";"India_1198"
"8025";"Brazil_3945"
"8026";"India_1178"
"8027";"India_4878"
"8028";"Brazil_1096"
"8029";"Germany_3916"
"8030";"Canada_1539"
"8031";"Japan_3009"
"8032";"India_7323"
"8033";"Canada_4056"
"8034";"Brazil_2166"
"8035";"USA_4647"
"8036";"France_5801"
"8037";"India_5401"
"8038";"Australia_5415"
"8039";"Canada_9287"
"8040";"China_1721"
"8041";"India_3128"
"8042";"Brazil_7951"
"8043";"USA_5913"
"8044";"Canada_4795"
"8045";"Germany_1886"
"8046";"India_1686"
"8047";"USA_6070"
"8048";"Australia_1153"
"8049";"India_3287"
"8050";"India_7086"
"8051";"USA_6048"
"8052";"Germany_6149"
"8053";"France_8393"
"8054";"France_5143"
"8055";"France_4174"
"8056";"USA_6028"
"8057";"Germany_4976"
"8058";"UK_4290"
"8059";"India_9727"
"8060";"Brazil_2211"
"8061";"Canada_8479"
"8062";"Germany_6206"
"8063";"Japan_5602"
"8064";"Japan_5589"
"8065";"China_1780"
"8066";"Canada_1519"
"8067";"Germany_3854"
"8068";"India_5562"
"8069";"Canada_7993"
"8070";"USA_2810"
"8071";"Japan_8453"
"8072";"India_9317"
"8073";"Australia_1952"
"8074";"Germany_7249"
"8075";"Canada_3160"
"8076";"Germany_3808"
"8077";"Australia_7906"
"8078";"Brazil_7952"
"8079";"Germany_7934"
"8080";"France_7178"
"8081";"Japan_1992"
"8082";"Japan_9254"
"8083";"Japan_4905"
"8084";"Canada_9903"
"8085";"USA_9016"
"8086";"UK_1189"
"8087";"Canada_4443"
"8088";"India_1726"
"8089";"Canada_1804"
"8090";"Japan_9743"
"8091";"UK_6885"
"8092";"France_7138"
"8093";"Brazil_1653"
"8094";"Brazil_3164"
"8095";"France_9246"
"8096";"UK_3207"
"8097";"Canada_4723"
"8098";"Australia_6885"
"8099";"USA_7302"
"8100";"USA_4787"
"8101";"China_7228"
"8102";"India_4259"
"8103";"France_6881"
"8104";"Japan_2412"
"8105";"UK_1903"
"8106";"China_5461"
"8107";"Canada_5637"
"8108";"UK_3960"
"8109";"China_6513"
"8110";"UK_7106"
"8111";"Japan_4411"
"8112";"Brazil_1862"
"8113";"UK_4681"
"8114";"Canada_9192"
"8115";"Brazil_6517"
"8116";"Germany_5108"
"8117";"UK_2405"
"8118";"India_8725"
"8119";"India_9134"
"8120";"Canada_5028"
"8121";"France_4337"
"8122";"Canada_1151"
"8123";"Germany_9834"
"8124";"Japan_5502"
"8125";"Germany_7025"
"8126";"India_2958"
"8127";"UK_1977"
"8128";"Japan_1948"
"8129";"Germany_1230"
"8130";"China_5831"
"8131";"France_9730"
"8132";"Australia_6403"
"8133";"India_7080"
"8134";"India_4904"
"8135";"Brazil_2455"
"8136";"USA_2508"
"8137";"Germany_7558"
"8138";"Australia_4038"
"8139";"China_8702"
"8140";"UK_3007"
"8141";"Canada_5819"
"8142";"UK_2509"
"8143";"UK_4305"
"8144";"UK_5215"
"8145";"Japan_6353"
"8146";"USA_1779"
"8147";"UK_3619"
"8148";"China_7764"
"8149";"France_6952"
"8150";"France_8222"
"8151";"Australia_3651"
"8152";"Germany_4376"
"8153";"France_5291"
"8154";"Brazil_7144"
"8155";"UK_7121"
"8156";"France_8009"
"8157";"Canada_7083"
"8158";"China_8508"
"8159";"Brazil_7904"
"8160";"Canada_1615"
"8161";"France_4553"
"8162";"Germany_8972"
"8163";"USA_3488"
"8164";"Brazil_3542"
"8165";"UK_8899"
"8166";"France_2208"
"8167";"India_6870"
"8168";"Canada_2666"
"8169";"Canada_6829"
"8170";"France_6767"
"8171";"Japan_4120"
"8172";"China_8378"
"8173";"China_5114"
"8174";"UK_3766"
"8175";"China_7525"
"8176";"Germany_1081"
"8177";"China_6824"
"8178";"India_2934"
"8179";"UK_3332"
"8180";"Australia_9901"
"8181";"Brazil_5147"
"8182";"Japan_8687"
"8183";"Australia_1740"
"8184";"Germany_8879"
"8185";"USA_9047"
"8186";"USA_1991"
"8187";"India_1401"
"8188";"UK_8707"
"8189";"Canada_8828"
"8190";"Germany_8380"
"8191";"Japan_7763"
"8192";"Brazil_9084"
"8193";"UK_3734"
"8194";"France_7194"
"8195";"Brazil_4083"
"8196";"India_3842"
"8197";"Australia_9260"
"8198";"Germany_6357"
"8199";"France_1444"
"8200";"France_6240"
"8201";"Canada_6560"
"8202";"Canada_5477"
"8203";"Japan_9039"
"8204";"Germany_5456"
"8205";"USA_4311"
"8206";"Australia_5810"
"8207";"Japan_8603"
"8208";"USA_3165"
"8209";"China_9712"
"8210";"Japan_3052"
"8211";"Canada_6591"
"8212";"Australia_7760"
"8213";"China_7124"
"8214";"India_2529"
"8215";"China_1930"
"8216";"Australia_4920"
"8217";"USA_4117"
"8218";"Australia_6937"
"8219";"Canada_4767"
"8220";"Canada_1139"
"8221";"Australia_5735"
"8222";"Japan_8721"
"8223";"Canada_6098"
"8224";"USA_1378"
"8225";"China_7303"
"8226";"Canada_9360"
"8227";"India_4126"
"8228";"Japan_3154"
"8229";"Canada_4788"
"8230";"Germany_8600"
"8231";"UK_3315"
"8232";"Germany_3586"
"8233";"Canada_2295"
"8234";"USA_2337"
"8235";"Australia_5750"
"8236";"Germany_7227"
"8237";"India_4559"
"8238";"Japan_3587"
"8239";"Australia_9131"
"8240";"Germany_6207"
"8241";"France_8750"
"8242";"China_2395"
"8243";"France_2767"
"8244";"Australia_4014"
"8245";"France_6368"
"8246";"Germany_3879"
"8247";"Australia_7396"
"8248";"France_6607"
"8249";"Germany_4982"
"8250";"Brazil_8199"
"8251";"France_2953"
"8252";"France_9314"
"8253";"India_6404"
"8254";"China_1849"
"8255";"USA_4508"
"8256";"France_6021"
"8257";"USA_1821"
"8258";"UK_7420"
"8259";"France_7591"
"8260";"UK_5456"
"8261";"Japan_8349"
"8262";"USA_1533"
"8263";"UK_7987"
"8264";"UK_2958"
"8265";"Australia_2321"
"8266";"Japan_8485"
"8267";"USA_5335"
"8268";"Brazil_7006"
"8269";"Brazil_4101"
"8270";"USA_5876"
"8271";"Australia_2736"
"8272";"Brazil_8103"
"8273";"Australia_3341"
"8274";"Australia_8551"
"8275";"Canada_6406"
"8276";"Australia_8760"
"8277";"Australia_9788"
"8278";"UK_8143"
"8279";"USA_3622"
"8280";"India_4531"
"8281";"Brazil_8506"
"8282";"China_3838"
"8283";"Canada_5379"
"8284";"France_4662"
"8285";"Australia_4176"
"8286";"Brazil_1397"
"8287";"China_6951"
"8288";"India_2512"
"8289";"China_3173"
"8290";"UK_1687"
"8291";"France_3490"
"8292";"Brazil_6138"
"8293";"Canada_4211"
"8294";"USA_6776"
"8295";"China_9839"
"8296";"France_8972"
"8297";"China_9921"
"8298";"China_8758"
"8299";"India_5109"
"8300";"Canada_9254"
"8301";"Brazil_3842"
"8302";"USA_7713"
"8303";"Australia_3986"
"8304";"China_6324"
"8305";"Brazil_3287"
"8306";"Brazil_5539"
"8307";"UK_3661"
"8308";"France_1716"
"8309";"Japan_8663"
"8310";"Germany_5151"
"8311";"India_1916"
"8312";"Canada_8047"
"8313";"Canada_9651"
"8314";"India_2946"
"8315";"India_5113"
"8316";"Canada_7642"
"8317";"India_9194"
"8318";"Germany_6907"
"8319";"Brazil_3491"
"8320";"Brazil_4172"
"8321";"Canada_2858"
"8322";"Canada_7754"
"8323";"UK_4611"
"8324";"Canada_8835"
"8325";"China_9361"
"8326";"France_8343"
"8327";"France_2269"
"8328";"USA_4026"
"8329";"Canada_2077"
"8330";"UK_3239"
"8331";"Germany_6844"
"8332";"Brazil_1885"
"8333";"India_1226"
"8334";"UK_6331"
"8335";"USA_1266"
"8336";"Japan_3084"
"8337";"USA_2210"
"8338";"USA_5234"
"8339";"Brazil_7570"
"8340";"USA_6728"
"8341";"Japan_5712"
"8342";"France_2970"
"8343";"Germany_5033"
"8344";"UK_5905"
"8345";"China_3900"
"8346";"Canada_2962"
"8347";"Australia_3176"
"8348";"India_6693"
"8349";"UK_8594"
"8350";"Australia_4043"
"8351";"France_8473"
"8352";"Germany_7603"
"8353";"Australia_5198"
"8354";"Australia_3343"
"8355";"Australia_7738"
"8356";"Brazil_8934"
"8357";"UK_1114"
"8358";"Canada_3756"
"8359";"China_7340"
"8360";"Australia_6672"
"8361";"USA_6717"
"8362";"Brazil_4571"
"8363";"Germany_8396"
"8364";"UK_1401"
"8365";"France_5060"
"8366";"China_2542"
"8367";"China_2753"
"8368";"China_2431"
"8369";"France_3414"
"8370";"Japan_7002"
"8371";"Canada_3313"
"8372";"France_8927"
"8373";"Brazil_4800"
"8374";"Japan_1855"
"8375";"Germany_1048"
"8376";"Japan_3219"
"8377";"Canada_6735"
"8378";"Australia_9002"
"8379";"Australia_2429"
"8380";"Japan_1128"
"8381";"UK_8575"
"8382";"Canada_8783"
"8383";"Germany_8710"
"8384";"Brazil_5446"
"8385";"India_7097"
"8386";"Canada_4826"
"8387";"Canada_9833"
"8388";"USA_8389"
"8389";"Japan_7899"
"8390";"Brazil_2591"
"8391";"USA_5144"
"8392";"China_2410"
"8393";"Japan_8509"
"8394";"USA_4979"
"8395";"Japan_9035"
"8396";"France_9848"
"8397";"Australia_6803"
"8398";"Canada_4626"
"8399";"Canada_8683"
"8400";"Japan_6335"
"8401";"India_6218"
"8402";"Japan_7135"
"8403";"Australia_7600"
"8404";"France_8193"
"8405";"USA_6276"
"8406";"Australia_9509"
"8407";"China_7188"
"8408";"Australia_5989"
"8409";"Brazil_4102"
"8410";"Australia_6047"
"8411";"Brazil_5975"
"8412";"Canada_5100"
"8413";"Japan_7133"
"8414";"France_8640"
"8415";"France_9957"
"8416";"Germany_3433"
"8417";"UK_2622"
"8418";"UK_9926"
"8419";"Canada_2992"
"8420";"Australia_3519"
"8421";"Canada_3933"
"8422";"UK_7072"
"8423";"France_8979"
"8424";"Japan_7949"
"8425";"Brazil_7223"
"8426";"India_2699"
"8427";"China_4284"
"8428";"Germany_3113"
"8429";"China_2595"
"8430";"France_3285"
"8431";"France_3068"
"8432";"Australia_1740"
"8433";"Australia_5443"
"8434";"Germany_6756"
"8435";"UK_7380"
"8436";"China_7432"
"8437";"Canada_2782"
"8438";"USA_3978"
"8439";"India_5541"
"8440";"Canada_6492"
"8441";"Australia_1482"
"8442";"USA_5733"
"8443";"Canada_5597"
"8444";"UK_9750"
"8445";"USA_8887"
"8446";"UK_9103"
"8447";"China_2975"
"8448";"China_1610"
"8449";"USA_3821"
"8450";"Canada_4115"
"8451";"UK_7794"
"8452";"Brazil_3065"
"8453";"Germany_6086"
"8454";"Germany_7048"
"8455";"UK_7144"
"8456";"France_9316"
"8457";"Brazil_4714"
"8458";"France_5717"
"8459";"UK_3202"
"8460";"Australia_9394"
"8461";"Japan_5673"
"8462";"Japan_5240"
"8463";"France_3513"
"8464";"China_1592"
"8465";"UK_7640"
"8466";"China_4825"
"8467";"UK_4918"
"8468";"Australia_5019"
"8469";"USA_6115"
"8470";"Canada_8020"
"8471";"India_7340"
"8472";"Germany_4293"
"8473";"Australia_6503"
"8474";"India_3924"
"8475";"France_7032"
"8476";"China_8290"
"8477";"China_4226"
"8478";"France_5693"
"8479";"India_7141"
"8480";"Canada_3437"
"8481";"France_1037"
"8482";"Australia_6769"
"8483";"Canada_2287"
"8484";"India_9537"
"8485";"France_7628"
"8486";"USA_5099"
"8487";"Brazil_1232"
"8488";"Germany_4529"
"8489";"Germany_2968"
"8490";"Japan_6639"
"8491";"USA_9429"
"8492";"USA_2400"
"8493";"USA_5737"
"8494";"India_6412"
"8495";"Brazil_7200"
"8496";"China_7094"
"8497";"USA_6993"
"8498";"UK_6030"
"8499";"India_6632"
"8500";"UK_8746"
"8501";"Germany_7489"
"8502";"Canada_9588"
"8503";"USA_6770"
"8504";"UK_6348"
"8505";"Canada_5682"
"8506";"Brazil_5832"
"8507";"Canada_5671"
"8508";"UK_1273"
"8509";"Australia_9153"
"8510";"Australia_9460"
"8511";"China_7365"
"8512";"Germany_9793"
"8513";"Japan_2788"
"8514";"USA_9848"
"8515";"France_9022"
"8516";"China_1793"
"8517";"USA_6874"
"8518";"China_6468"
"8519";"Brazil_7036"
"8520";"Japan_3483"
"8521";"Germany_2852"
"8522";"Brazil_4839"
"8523";"China_3287"
"8524";"USA_9908"
"8525";"Germany_5669"
"8526";"USA_9545"
"8527";"Germany_4345"
"8528";"France_5649"
"8529";"India_5227"
"8530";"Australia_3487"
"8531";"Australia_1203"
"8532";"India_9478"
"8533";"China_7256"
"8534";"Australia_7562"
"8535";"France_6373"
"8536";"Australia_8040"
"8537";"UK_5397"
"8538";"France_3198"
"8539";"France_3197"
"8540";"Germany_4957"
"8541";"Brazil_2420"
"8542";"USA_1378"
"8543";"UK_4406"
"8544";"USA_8310"
"8545";"Germany_1245"
"8546";"Japan_2866"
"8547";"India_7247"
"8548";"Canada_3904"
"8549";"China_8950"
"8550";"USA_8927"
"8551";"India_8057"
"8552";"Japan_9755"
"8553";"Brazil_4830"
"8554";"France_3987"
"8555";"India_5279"
"8556";"India_1428"
"8557";"UK_6632"
"8558";"Canada_5164"
"8559";"France_2438"
"8560";"Canada_8846"
"8561";"France_2135"
"8562";"UK_5954"
"8563";"China_3910"
"8564";"Canada_2716"
"8565";"Canada_7421"
"8566";"China_8562"
"8567";"Brazil_5884"
"8568";"Canada_7740"
"8569";"UK_4110"
"8570";"UK_8438"
"8571";"Canada_6329"
"8572";"Australia_8319"
"8573";"USA_2101"
"8574";"Canada_1048"
"8575";"Canada_1016"
"8576";"Australia_9867"
"8577";"China_7335"
"8578";"Australia_5572"
"8579";"France_3857"
"8580";"Brazil_5146"
"8581";"Japan_9068"
"8582";"France_8977"
"8583";"Brazil_7955"
"8584";"Canada_7350"
"8585";"UK_5055"
"8586";"France_2904"
"8587";"France_9677"
"8588";"Canada_4736"
"8589";"Canada_2900"
"8590";"USA_3480"
"8591";"Brazil_4024"
"8592";"USA_9144"
"8593";"UK_2520"
"8594";"UK_1583"
"8595";"France_7406"
"8596";"Brazil_9468"
"8597";"Canada_5245"
"8598";"France_5454"
"8599";"China_2426"
"8600";"Japan_6012"
"8601";"UK_2390"
"8602";"Brazil_9311"
"8603";"UK_2403"
"8604";"Brazil_6861"
"8605";"China_9745"
"8606";"France_6408"
"8607";"Germany_7045"
"8608";"Brazil_4186"
"8609";"USA_7142"
"8610";"UK_8030"
"8611";"India_7300"
"8612";"Germany_3436"
"8613";"UK_8589"
"8614";"Germany_6279"
"8615";"Japan_6002"
"8616";"China_3539"
"8617";"India_4228"
"8618";"Japan_3476"
"8619";"Australia_1008"
"8620";"UK_5868"
"8621";"UK_3426"
"8622";"Germany_3285"
"8623";"India_4585"
"8624";"Brazil_3557"
"8625";"China_8328"
"8626";"Brazil_9226"
"8627";"UK_1346"
"8628";"Australia_5543"
"8629";"France_3214"
"8630";"France_2188"
"8631";"UK_3646"
"8632";"Japan_4580"
"8633";"India_9219"
"8634";"France_7945"
"8635";"Australia_4990"
"8636";"USA_5316"
"8637";"UK_2100"
"8638";"Brazil_1053"
"8639";"Germany_1115"
"8640";"Brazil_2705"
"8641";"Germany_5369"
"8642";"USA_5667"
"8643";"India_5363"
"8644";"Australia_5896"
"8645";"France_9755"
"8646";"Australia_6287"
"8647";"India_4658"
"8648";"UK_4932"
"8649";"Australia_6787"
"8650";"India_3575"
"8651";"Australia_6836"
"8652";"Australia_7720"
"8653";"China_4167"
"8654";"Japan_9698"
"8655";"India_2764"
"8656";"UK_1236"
"8657";"Australia_7612"
"8658";"France_7515"
"8659";"Brazil_2283"
"8660";"USA_2744"
"8661";"France_4596"
"8662";"Canada_8628"
"8663";"Japan_5567"
"8664";"China_1120"
"8665";"UK_7182"
"8666";"France_9383"
"8667";"Brazil_5650"
"8668";"UK_4912"
"8669";"USA_6476"
"8670";"Germany_6843"
"8671";"China_8743"
"8672";"India_5523"
"8673";"Germany_8258"
"8674";"Japan_8203"
"8675";"India_9545"
"8676";"France_8532"
"8677";"France_4207"
"8678";"India_3158"
"8679";"India_4138"
"8680";"China_5208"
"8681";"Canada_7706"
"8682";"India_9547"
"8683";"Japan_4040"
"8684";"China_8853"
"8685";"India_5844"
"8686";"France_4360"
"8687";"India_3243"
"8688";"India_4380"
"8689";"Brazil_9047"
"8690";"India_6472"
"8691";"Brazil_5543"
"8692";"UK_2072"
"8693";"Brazil_7493"
"8694";"USA_6717"
"8695";"Japan_6201"
"8696";"China_3361"
"8697";"UK_8057"
"8698";"USA_5839"
"8699";"USA_2426"
"8700";"Australia_2554"
"8701";"Brazil_8696"
"8702";"Japan_7245"
"8703";"France_5396"
"8704";"UK_1322"
"8705";"Germany_3566"
"8706";"UK_1862"
"8707";"France_3294"
"8708";"China_9830"
"8709";"Japan_4120"
"8710";"China_7823"
"8711";"France_3558"
"8712";"Brazil_6194"
"8713";"Canada_4664"
"8714";"Australia_5885"
"8715";"Japan_6834"
"8716";"Canada_4895"
"8717";"Australia_4506"
"8718";"UK_5557"
"8719";"China_2029"
"8720";"Australia_6553"
"8721";"UK_7240"
"8722";"China_6583"
"8723";"Brazil_5919"
"8724";"India_8228"
"8725";"China_4067"
"8726";"Germany_3219"
"8727";"Brazil_6571"
"8728";"Germany_5884"
"8729";"Canada_7661"
"8730";"Brazil_2613"
"8731";"Canada_7704"
"8732";"UK_5864"
"8733";"Brazil_6077"
"8734";"Australia_8687"
"8735";"Australia_2368"
"8736";"China_2821"
"8737";"Brazil_5279"
"8738";"UK_2917"
"8739";"Canada_7922"
"8740";"India_7275"
"8741";"Germany_3922"
"8742";"USA_9055"
"8743";"UK_1756"
"8744";"France_5875"
"8745";"India_5814"
"8746";"France_3604"
"8747";"China_7159"
"8748";"Canada_4589"
"8749";"USA_4759"
"8750";"China_4119"
"8751";"France_8436"
"8752";"Germany_6212"
"8753";"Japan_6103"
"8754";"Brazil_6051"
"8755";"Canada_6058"
"8756";"India_6642"
"8757";"UK_8686"
"8758";"Germany_6266"
"8759";"Japan_4885"
"8760";"Canada_9420"
"8761";"UK_9026"
"8762";"Japan_5713"
"8763";"Japan_9311"
"8764";"France_8499"
"8765";"Japan_5688"
"8766";"China_4585"
"8767";"Japan_8919"
"8768";"France_2199"
"8769";"India_6508"
"8770";"India_4872"
"8771";"UK_7003"
"8772";"Australia_8203"
"8773";"UK_2845"
"8774";"Canada_7231"
"8775";"Japan_3796"
"8776";"France_7046"
"8777";"China_9723"
"8778";"Germany_4328"
"8779";"Germany_3736"
"8780";"India_5035"
"8781";"India_8048"
"8782";"Brazil_8603"
"8783";"China_1028"
"8784";"Brazil_5117"
"8785";"Japan_6966"
"8786";"Germany_5300"
"8787";"UK_2024"
"8788";"Brazil_8752"
"8789";"China_4080"
"8790";"Australia_7747"
"8791";"Japan_2477"
"8792";"China_4343"
"8793";"France_6228"
"8794";"Canada_7250"
"8795";"Japan_9694"
"8796";"India_1938"
"8797";"France_3575"
"8798";"Brazil_5493"
"8799";"Brazil_9197"
"8800";"UK_8305"
"8801";"Australia_3022"
"8802";"USA_9690"
"8803";"Germany_3906"
"8804";"Canada_5007"
"8805";"Australia_5978"
"8806";"Japan_5533"
"8807";"Japan_6326"
"8808";"India_7404"
"8809";"Canada_2754"
"8810";"USA_3685"
"8811";"UK_9233"
"8812";"Japan_7266"
"8813";"Germany_9967"
"8814";"China_6990"
"8815";"USA_7100"
"8816";"UK_9003"
"8817";"Germany_8153"
"8818";"Germany_1890"
"8819";"India_7531"
"8820";"Japan_9089"
"8821";"Japan_5913"
